study,model,rank,emotion,f1
depth,Early (0-3),128.0,optimism,0.37751004016064255
depth,Early (0-3),128.0,realization,0.06369426751592357
depth,Early (0-3),128.0,remorse,0.45977011494252873
depth,Early (0-3),128.0,sadness,0.3015075376884422
depth,Early (0-3),128.0,surprise,0.27472527472527475
depth,Early (0-3),64.0,admiration,0.28711256117455136
depth,Early (0-3),64.0,amusement,0.4289044289044289
depth,Early (0-3),64.0,anger,0.33557046979865773
depth,Early (0-3),64.0,annoyance,0.19306930693069307
depth,Early (0-3),64.0,approval,0.30905861456483125
depth,Early (0-3),64.0,caring,0.09722222222222222
depth,Early (0-3),64.0,confusion,0.18579234972677597
depth,Early (0-3),64.0,curiosity,0.07308970099667775
depth,Early (0-3),64.0,desire,0.0
depth,Early (0-3),64.0,disappointment,0.050314465408805034
depth,Early (0-3),64.0,disapproval,0.26329113924050634
depth,Early (0-3),64.0,disgust,0.13636363636363635
depth,Early (0-3),64.0,embarrassment,0.0
depth,Early (0-3),64.0,excitement,0.1889763779527559
depth,Early (0-3),64.0,fear,0.18181818181818182
depth,Early (0-3),64.0,gratitude,0.6504672897196262
depth,Early (0-3),64.0,joy,0.2561576354679803
depth,Early (0-3),64.0,love,0.660377358490566
depth,Early (0-3),64.0,optimism,0.05181347150259067
depth,Early (0-3),64.0,realization,0.0
depth,Early (0-3),64.0,remorse,0.13114754098360656
depth,Early (0-3),64.0,sadness,0.25263157894736843
depth,Early (0-3),64.0,surprise,0.1871345029239766
depth,Middle (4-7),256.0,admiration,0.6951501154734411
depth,Middle (4-7),256.0,amusement,0.8131487889273357
depth,Middle (4-7),256.0,anger,0.47333333333333333
depth,Middle (4-7),256.0,annoyance,0.4074766355140187
depth,Middle (4-7),256.0,approval,0.4890829694323144
depth,Middle (4-7),256.0,caring,0.4148936170212766
depth,Middle (4-7),256.0,confusion,0.37383177570093457
depth,Middle (4-7),256.0,curiosity,0.6118143459915611
depth,Middle (4-7),256.0,desire,0.3584905660377358
depth,Middle (4-7),256.0,disappointment,0.050955414012738856
depth,Middle (4-7),256.0,disapproval,0.23270440251572327
depth,Middle (4-7),256.0,disgust,0.4
depth,Middle (4-7),256.0,embarrassment,0.05128205128205128
depth,Middle (4-7),256.0,excitement,0.3971631205673759
depth,Middle (4-7),256.0,fear,0.5785123966942148
depth,Middle (4-7),256.0,gratitude,0.9290882778581766
depth,Middle (4-7),256.0,joy,0.5830258302583026
depth,Middle (4-7),256.0,love,0.8137044967880086
depth,Middle (4-7),256.0,optimism,0.5567010309278351
depth,Middle (4-7),256.0,realization,0.16759776536312848
depth,Middle (4-7),256.0,remorse,0.5742574257425742
depth,Middle (4-7),256.0,sadness,0.5299145299145299
depth,Middle (4-7),256.0,surprise,0.4474885844748858
depth,Middle (4-7),128.0,admiration,0.33387888707037644
depth,Middle (4-7),128.0,amusement,0.782608695652174
depth,Middle (4-7),128.0,anger,0.17391304347826086
depth,Middle (4-7),128.0,annoyance,0.3590664272890485
depth,Middle (4-7),128.0,approval,0.44787644787644787
depth,Middle (4-7),128.0,caring,0.1610738255033557
depth,Middle (4-7),128.0,confusion,0.0875
depth,Middle (4-7),128.0,curiosity,0.229607250755287
depth,Middle (4-7),128.0,desire,0.06976744186046512
depth,Middle (4-7),128.0,disappointment,0.0
depth,Middle (4-7),128.0,disapproval,0.007462686567164179
depth,Middle (4-7),128.0,disgust,0.16417910447761194
depth,Middle (4-7),128.0,embarrassment,0.0
depth,Middle (4-7),128.0,excitement,0.30158730158730157
depth,Middle (4-7),128.0,fear,0.20454545454545456
depth,Middle (4-7),128.0,gratitude,0.9164179104477612
depth,Middle (4-7),128.0,joy,0.4576271186440678
depth,Middle (4-7),128.0,love,0.5672514619883041
depth,Middle (4-7),128.0,optimism,0.375
depth,Middle (4-7),128.0,realization,0.027210884353741496
depth,Middle (4-7),128.0,remorse,0.0
depth,Middle (4-7),128.0,sadness,0.25274725274725274
depth,Middle (4-7),128.0,surprise,0.2275449101796407
depth,Middle (4-7),64.0,admiration,0.18246869409660108
depth,Middle (4-7),64.0,amusement,0.22653721682847897
depth,Middle (4-7),64.0,anger,0.05853658536585366
depth,Middle (4-7),64.0,annoyance,0.22660098522167488
depth,Middle (4-7),64.0,approval,0.31401869158878504
depth,Middle (4-7),64.0,caring,0.029197080291970802
depth,Middle (4-7),64.0,confusion,0.0
depth,Middle (4-7),64.0,curiosity,0.013937282229965157
depth,Middle (4-7),64.0,desire,0.0
depth,Middle (4-7),64.0,disappointment,0.0
depth,Middle (4-7),64.0,disapproval,0.007462686567164179
depth,Middle (4-7),64.0,disgust,0.12213740458015267
depth,Middle (4-7),64.0,embarrassment,0.0
depth,Middle (4-7),64.0,excitement,0.19298245614035087
depth,Middle (4-7),64.0,fear,0.05
depth,Middle (4-7),64.0,gratitude,0.8298217179902755
depth,Middle (4-7),64.0,joy,0.2127659574468085
depth,Middle (4-7),64.0,love,0.31690140845070425
depth,Middle (4-7),64.0,optimism,0.24299065420560748
depth,Middle (4-7),64.0,realization,0.0136986301369863
depth,Middle (4-7),64.0,remorse,0.0
depth,Middle (4-7),64.0,sadness,0.19318181818181818
depth,Middle (4-7),64.0,surprise,0.13157894736842105
depth,Late (8-11),256.0,admiration,0.6784869976359338
depth,Late (8-11),256.0,amusement,0.46458923512747874
depth,Late (8-11),256.0,anger,0.2062780269058296
depth,Late (8-11),256.0,annoyance,0.0
depth,Late (8-11),256.0,approval,0.21608040201005024
depth,Late (8-11),256.0,caring,0.014705882352941176
depth,Late (8-11),256.0,confusion,0.0
depth,Late (8-11),256.0,curiosity,0.22699386503067484
depth,Late (8-11),256.0,desire,0.0
depth,Late (8-11),256.0,disappointment,0.0
depth,Late (8-11),256.0,disapproval,0.01486988847583643
depth,Late (8-11),256.0,disgust,0.0
depth,Late (8-11),256.0,embarrassment,0.0
depth,Late (8-11),256.0,excitement,0.0
depth,Late (8-11),256.0,fear,0.0
depth,Late (8-11),256.0,gratitude,0.8617363344051447
depth,Late (8-11),256.0,joy,0.37438423645320196
depth,Late (8-11),256.0,love,0.7445255474452555
depth,Late (8-11),256.0,optimism,0.13793103448275862
depth,Late (8-11),256.0,realization,0.0
depth,Late (8-11),256.0,remorse,0.0
depth,Late (8-11),256.0,sadness,0.3939393939393939
depth,Late (8-11),256.0,surprise,0.0945945945945946
depth,Late (8-11),128.0,admiration,0.0
depth,Late (8-11),128.0,amusement,0.0
depth,Late (8-11),128.0,anger,0.0
depth,Late (8-11),128.0,annoyance,0.0
depth,Late (8-11),128.0,approval,0.0
depth,Late (8-11),128.0,caring,0.0
depth,Late (8-11),128.0,confusion,0.0
depth,Late (8-11),128.0,curiosity,0.0
depth,Late (8-11),128.0,desire,0.0
depth,Late (8-11),128.0,disappointment,0.0
depth,Late (8-11),128.0,disapproval,0.0
depth,Late (8-11),128.0,disgust,0.0
depth,Late (8-11),128.0,embarrassment,0.0
depth,Late (8-11),128.0,excitement,0.0
depth,Late (8-11),128.0,fear,0.0
depth,Late (8-11),128.0,gratitude,0.0
depth,Late (8-11),128.0,joy,0.0
depth,Late (8-11),128.0,love,0.0
depth,Late (8-11),128.0,optimism,0.0
depth,Late (8-11),128.0,realization,0.0
depth,Late (8-11),128.0,remorse,0.0
depth,Late (8-11),128.0,sadness,0.0
depth,Late (8-11),128.0,surprise,0.0
depth,Late (8-11),64.0,admiration,0.0
depth,Late (8-11),64.0,amusement,0.0
depth,Late (8-11),64.0,anger,0.0
depth,Late (8-11),64.0,annoyance,0.0
depth,Late (8-11),64.0,approval,0.0
depth,Late (8-11),64.0,caring,0.0
depth,Late (8-11),64.0,confusion,0.0
depth,Late (8-11),64.0,curiosity,0.0
depth,Late (8-11),64.0,desire,0.0
depth,Late (8-11),64.0,disappointment,0.0
depth,Late (8-11),64.0,disapproval,0.0
depth,Late (8-11),64.0,disgust,0.0
depth,Late (8-11),64.0,embarrassment,0.0
depth,Late (8-11),64.0,excitement,0.0
depth,Late (8-11),64.0,fear,0.0
depth,Late (8-11),64.0,gratitude,0.0
depth,Late (8-11),64.0,joy,0.0
depth,Late (8-11),64.0,love,0.0
depth,Late (8-11),64.0,optimism,0.0
depth,Late (8-11),64.0,realization,0.0
depth,Late (8-11),64.0,remorse,0.0
depth,Late (8-11),64.0,sadness,0.0
depth,Late (8-11),64.0,surprise,0.0
